TMP,RH,PM10
11.441666666666668,50.5,
10.520833333333334,56.958333333333336,
10.920833333333334,54.75,
10.5,63.208333333333336,
10.6875,64.04166666666667,
11.070833333333333,57.5,
10.8875,55.5,
11.791666666666666,51.375,
12.329166666666666,44.5,
13.5375,41.958333333333336,
14.1375,45.833333333333336,
13.3375,48.708333333333336,
13.05,47.125,
14.058333333333332,41.91666666666666,
14.054166666666667,47.79166666666666,
12.395833333333334,50.04166666666666,
8.354166666666666,40.29166666666666,
6.775,45.75,
10.491666666666667,42.91666666666666,
10.470833333333331,40.875,
9.154166666666669,45.583333333333336,
8.729166666666666,59.625,
8.978260869565217,67.3913043478261,
9.870833333333334,53.0,
10.45,44.0,
11.113043478260868,36.91304347826087,
12.35,35.708333333333336,
12.554166666666667,43.25,
12.2375,39.66666666666666,
13.083333333333334,25.08333333333333,
13.475,34.833333333333336,
14.7125,29.33333333333333,
14.795833333333334,23.58333333333333,
12.316666666666668,30.416666666666668,
12.304166666666667,48.91666666666666,
14.0625,40.79166666666666,
14.654166666666669,34.125,
14.534782608695652,37.43478260869565,
14.358333333333334,35.583333333333336,
14.320833333333333,39.375,
14.216666666666669,36.625,
14.541666666666666,26.916666666666668,
14.941666666666668,19.916666666666668,
14.883333333333333,10.208333333333334,
13.808333333333332,20.916666666666668,
13.425,32.083333333333336,
9.070833333333333,60.16666666666666,
10.6375,56.29166666666666,
14.991666666666667,31.45833333333333,
14.870833333333332,33.208333333333336,
14.920833333333334,26.041666666666668,
13.991666666666667,36.25,
14.454166666666666,30.5,
15.216666666666669,19.58333333333333,
15.158333333333331,18.625,
15.466666666666669,17.375,
16.141666666666666,24.166666666666668,
17.5,27.58333333333333,
16.41578947368421,40.21052631578947,
13.88125,43.125,71.4375
6.216666666666666,29.95833333333333,37.79166666666666
7.054166666666667,11.875,27.0
10.854166666666666,11.25,43.458333333333336
12.658333333333331,16.875,74.125
11.870833333333332,39.375,71.04166666666667
14.479166666666666,29.0,50.375
14.7375,31.20833333333333,43.79166666666666
15.441666666666668,28.58333333333333,42.958333333333336
15.2125,31.70833333333333,31.541666666666668
14.654166666666669,33.083333333333336,40.708333333333336
14.745833333333332,31.75,34.541666666666664
11.758333333333333,42.5,59.625
8.6,62.083333333333336,65.29166666666667
6.491666666666667,79.75,35.583333333333336
8.233333333333333,62.29166666666666,18.272727272727277
10.5625,44.958333333333336,12.666666666666666
13.541666666666666,33.583333333333336,21.416666666666668
15.0875,30.25,33.875
15.595833333333331,34.75,53.75
14.879166666666668,33.666666666666664,52.458333333333336
15.316666666666668,22.45833333333333,41.458333333333336
14.933333333333332,25.541666666666668,31.39130434782609
15.979166666666666,21.33333333333333,30.625
15.3125,26.20833333333333,53.29166666666666
11.291666666666666,46.833333333333336,58.0
12.5375,48.375,48.708333333333336
13.929166666666667,41.958333333333336,44.91666666666666
15.845833333333331,34.416666666666664,29.791666666666668
16.845833333333335,30.625,33.333333333333336
15.582608695652173,37.125,36.04545454545455
17.0,30.791666666666668,34.583333333333336
16.650000000000002,29.75,41.625
16.758333333333333,21.08333333333333,36.333333333333336
16.7875,25.041666666666668,42.708333333333336
13.05,56.41666666666666,51.41666666666666
16.541666666666668,38.458333333333336,35.958333333333336
14.55,50.958333333333336,37.16666666666666
16.454166666666666,33.25,32.541666666666664
16.741666666666667,23.166666666666668,32.04347826086956
17.587500000000002,17.166666666666668,35.541666666666664
16.904166666666665,14.666666666666666,39.13636363636363
16.941666666666666,8.75,40.73913043478261
16.17391304347826,12.043478260869565,44.78260869565217
16.233333333333334,15.875,39.391304347826086
17.616666666666667,18.0,58.66666666666666
18.79583333333333,21.45833333333333,59.125
19.129166666666663,22.291666666666668,60.68181818181818
19.791666666666668,18.45833333333333,51.66666666666666
17.05,37.29166666666666,76.70833333333333
16.583333333333332,34.541666666666664,70.79166666666667
17.483333333333334,26.70833333333333,56.68181818181818
17.033333333333335,31.0,63.583333333333336
15.766666666666666,41.29166666666666,60.52173913043478
14.195833333333333,52.04166666666666,49.29166666666666
12.920833333333334,67.375,36.08695652173913
13.283333333333331,67.41666666666667,41.69565217391305
15.666666666666666,45.625,42.25
16.6375,31.416666666666668,39.875
16.454166666666666,24.375,52.958333333333336
16.258333333333333,19.20833333333333,31.70833333333333
17.508333333333333,15.958333333333334,39.208333333333336
17.045833333333334,27.541666666666668,68.20833333333333
14.691666666666668,50.625,48.583333333333336
15.4375,35.791666666666664,70.875
16.116666666666667,20.625,43.625
15.266666666666666,35.125,66.83333333333333
16.849999999999998,27.33333333333333,70.83333333333333
16.895833333333332,27.875,59.875
17.745833333333334,22.416666666666668,64.41666666666667
17.650000000000002,20.20833333333333,62.708333333333336
17.058333333333334,33.833333333333336,75.21739130434783
13.945833333333333,64.625,58.54166666666666
11.5625,80.04166666666667,26.125
12.85,76.33333333333333,26.625
14.5,62.708333333333336,47.75
16.099999999999998,50.708333333333336,44.79166666666666
17.229166666666668,41.91666666666666,36.17391304347826
17.3,45.458333333333336,29.20833333333333
17.275000000000002,46.958333333333336,29.95833333333333
17.241666666666667,44.833333333333336,33.82608695652174
18.429166666666667,41.29166666666666,40.833333333333336
16.945833333333333,49.54166666666666,45.1
14.791666666666666,57.125,33.75
15.0875,47.5,40.0
13.208333333333334,67.5,37.875
13.520833333333334,76.41666666666667,28.695652173913043
13.2875,74.79166666666667,29.13636363636364
15.65,59.375,30.65217391304348
16.470833333333335,56.208333333333336,35.166666666666664
16.8,48.90476190476191,33.333333333333336
16.804166666666667,44.208333333333336,29.916666666666668
16.522222222222222,53.27777777777778,29.666666666666668
16.0,57.91666666666666,29.041666666666668
16.579166666666666,54.833333333333336,24.291666666666668
17.430434782608696,46.60869565217392,35.75
17.379166666666666,37.0,36.875
17.983333333333334,27.791666666666668,35.541666666666664
17.654166666666665,33.375,41.78260869565217
17.045833333333334,49.375,44.375
14.591666666666669,61.458333333333336,24.65
12.904166666666669,66.875,31.58333333333333
13.070833333333333,76.91666666666667,22.47826086956522
14.5,63.708333333333336,27.956521739130437
14.566666666666668,67.33333333333333,28.916666666666668
13.429166666666667,73.41666666666667,36.27272727272727
14.666666666666666,68.41666666666667,33.0
16.4875,55.66666666666666,30.956521739130437
16.787499999999998,53.75,36.958333333333336
16.079166666666666,43.333333333333336,33.25
13.34,69.65,23.63157894736842
11.45,94.125,12.473684210526317
10.795833333333334,99.0,16.09090909090909
12.616666666666667,85.54166666666667,20.72222222222222
13.408333333333331,79.125,12.77777777777778
13.6125,78.25,25.38888888888889
14.358333333333334,72.33333333333333,26.23809523809524
14.941666666666668,62.25,26.95833333333333
15.254166666666668,58.125,31.916666666666668
14.733333333333334,50.458333333333336,22.70833333333333
11.26,74.6,17.0
15.229166666666666,50.708333333333336,19.0
15.233333333333334,46.375,25.416666666666668
14.304347826086955,56.52173913043478,26.47826086956522
12.376470588235296,72.17647058823529,16.88235294117647
13.995833333333332,71.66666666666667,35.36363636363637
12.595833333333331,89.25,16.09090909090909
13.945833333333333,73.375,10.38095238095238
13.2125,81.95833333333333,10.761904761904765
12.720833333333331,75.70833333333333,33.416666666666664
14.841666666666669,59.79166666666666,34.30434782608695
13.729166666666666,63.583333333333336,25.40909090909091
12.791666666666666,75.375,18.043478260869566
12.5875,73.79166666666667,22.55
13.041666666666666,73.0,22.166666666666668
14.608333333333334,62.458333333333336,18.9
14.995833333333332,59.625,20.863636363636363
14.2875,60.04166666666666,25.291666666666668
12.945833333333333,75.16666666666667,26.30434782608696
13.516666666666666,71.875,25.43478260869565
13.633333333333333,75.25,25.5
13.595833333333331,72.58333333333333,19.73913043478261
14.666666666666666,66.0,13.75
12.782608695652174,75.65217391304348,23.39130434782609
14.752173913043478,68.52173913043478,25.5
13.7125,72.20833333333333,25.291666666666668
14.245833333333332,68.16666666666667,19.83333333333333
15.125,62.958333333333336,28.666666666666668
16.579166666666666,46.0,29.875
14.65,58.458333333333336,28.33333333333333
15.3375,54.083333333333336,33.416666666666664
14.58125,56.0625,23.714285714285715
,,
13.654166666666669,68.25,
15.254166666666668,61.0,24.73913043478261
14.341666666666669,62.958333333333336,17.59090909090909
13.2125,74.54166666666667,23.75
13.8375,70.45833333333333,25.347826086956523
14.795833333333334,62.375,36.130434782608695
15.983333333333334,56.583333333333336,41.91666666666666
15.520833333333334,58.0,37.333333333333336
14.4125,62.66666666666666,33.291666666666664
13.170833333333334,66.79166666666667,30.58333333333333
12.316666666666668,82.5,13.909090909090908
12.6625,79.54166666666667,20.25
13.020833333333334,69.125,14.521739130434783
12.620833333333332,67.04166666666667,17.695652173913043
13.225,71.45833333333333,17.416666666666668
14.570833333333333,64.29166666666667,19.26086956521739
13.390476190476187,64.38095238095238,20.2
14.713043478260868,54.95652173913044,17.772727272727273
13.608333333333334,60.958333333333336,25.541666666666668
11.117391304347825,87.04347826086956,12.652173913043478
12.091666666666669,86.375,16.40909090909091
13.0,75.79166666666667,14.071428571428571
14.133333333333333,71.375,20.58333333333333
13.945833333333333,74.45833333333333,17.55
12.721739130434784,79.30434782608695,10.695652173913045
11.570833333333333,93.04166666666669,14.85
14.483333333333334,76.8695652173913,14.38095238095238
14.245833333333332,69.625,23.65217391304348
12.525,73.0,20.318181818181817
12.758333333333333,77.83333333333333,24.0
13.504166666666668,77.79166666666667,29.444444444444443
14.675,65.95833333333333,22.608695652173918
13.1,76.91666666666667,22.59090909090909
11.104166666666666,89.0,20.8125
12.1625,84.0,
12.5125,86.29166666666667,
12.354166666666666,88.79166666666667,30.0
11.85,90.33333333333331,27.70833333333333
11.795833333333334,92.75,22.58823529411765
11.6875,91.45833333333331,21.41176470588235
14.095833333333331,79.66666666666667,23.65217391304348
13.425,78.33333333333333,16.047619047619047
12.583333333333334,79.54166666666667,15.090909090909092
11.1,94.41666666666669,14.11111111111111
11.404166666666669,97.5,15.5625
11.95,93.79166666666669,14.130434782608695
12.358333333333334,85.95833333333333,22.473684210526315
13.779166666666669,73.08333333333333,17.31578947368421
13.7125,83.875,21.33333333333333
14.9125,73.41666666666667,21.3
13.783333333333331,82.45833333333333,18.227272727272727
14.470833333333331,80.125,16.304347826086957
14.704166666666666,78.83333333333333,16.5
14.85,79.41666666666667,25.181818181818183
