DIA,TMP,RH,PM10
11,13.2,31.0,26.0
11,13.0,33.0,39.0
11,12.5,35.0,54.0
11,12.1,38.0,81.0
11,14.2,34.0,98.0
11,17.0,27.0,101.0
11,19.2,24.0,129.0
11,24.3,11.0,44.0
11,25.3,11.0,44.0
11,26.0,11.0,59.0
11,26.4,10.0,57.0
11,26.5,10.0,46.0
11,26.4,10.0,54.0
11,25.6,11.0,69.0
11,23.0,13.0,82.0
11,21.6,12.0,38.0
11,21.0,12.0,38.0
11,19.6,15.0,55.0
12,16.8,21.0,44.0
12,15.8,21.0,39.0
12,15.3,21.0,38.0
12,14.3,22.0,28.0
12,13.7,22.0,172.0
12,13.0,24.0,37.0
12,12.6,26.0,58.0
12,14.6,24.0,77.0
12,18.0,20.0,86.0
12,20.1,19.0,101.0
12,22.7,15.0,65.0
12,24.2,14.0,59.0
12,25.2,14.0,66.0
12,26.9,12.0,69.0
12,27.0,12.0,67.0
12,27.3,11.0,49.0
12,27.6,11.0,53.0
12,27.6,11.0,49.0
12,26.4,12.0,67.0
12,24.3,14.0,51.0
12,23.0,13.0,48.0
12,22.1,14.0,42.0
12,20.7,17.0,59.0
13,18.1,22.0,39.0
13,17.1,25.0,51.0
13,16.5,27.0,43.0
13,15.7,30.0,44.0
13,15.9,32.0,45.0
13,15.2,37.0,49.0
13,14.5,39.0,67.0
13,16.2,37.0,69.0
13,20.1,29.0,92.0
13,21.6,28.0,97.0
13,23.8,24.0,94.0
13,25.0,22.0,70.0
13,26.3,17.0,58.0
13,27.4,15.0,54.0
13,28.2,14.0,52.0
13,29.1,13.0,58.0
13,29.0,15.0,76.0
13,27.3,21.0,80.0
13,24.8,26.0,81.0
13,21.4,42.0,32.0
13,22.3,37.0,69.0
13,22.0,37.0,69.0
13,21.2,37.0,53.0
14,19.8,45.0,62.0
14,19.5,45.0,58.0
14,19.3,41.0,38.0
14,18.8,42.0,48.0
14,17.6,51.0,67.0
14,16.7,51.0,73.0
14,16.0,49.0,82.0
14,17.5,45.0,99.0
14,20.3,38.0,93.0
14,22.4,31.0,88.0
14,24.1,26.0,94.0
14,26.1,21.0,61.0
14,27.2,19.0,62.0
14,28.3,17.0,61.0
14,28.7,17.0,53.0
14,28.3,17.0,49.0
14,26.7,21.0,76.0
14,21.6,37.0,50.0
14,19.6,42.0,34.0
14,17.4,53.0,62.0
14,16.7,54.0,30.0
14,16.6,52.0,27.0
15,14.6,66.0,46.0
15,14.5,67.0,51.0
15,15.6,59.0,35.0
15,16.9,52.0,47.0
15,18.7,46.0,37.0
15,20.4,41.0,53.0
15,21.5,38.0,62.0
15,22.3,36.0,64.0
15,21.7,42.0,89.0
15,16.9,67.0,67.0
15,16.4,71.0,53.0
15,16.2,68.0,55.0
15,15.8,57.0,44.0
15,14.6,61.0,48.0
15,15.0,61.0,53.0
15,14.8,65.0,65.0
16,14.0,63.0,86.0
16,13.3,69.0,67.0
16,12.7,66.0,100.0
16,12.2,68.0,81.0
16,11.9,73.0,71.0
16,11.6,73.0,100.0
16,11.2,70.0,118.0
16,12.8,64.0,133.0
16,15.8,58.0,116.0
16,17.5,53.0,69.0
16,19.4,46.0,68.0
16,21.2,41.0,64.0
16,22.2,36.0,63.0
16,23.4,31.0,55.0
16,21.7,42.0,82.0
16,18.2,56.0,49.0
16,19.4,49.0,41.0
16,20.2,47.0,56.0
16,19.0,41.0,51.0
16,18.2,42.0,34.0
16,17.6,48.0,47.0
16,17.1,51.0,54.0
16,16.2,54.0,46.0
17,15.0,57.0,35.0
17,14.8,56.0,27.0
17,14.5,58.0,40.0
17,14.2,61.0,47.0
17,13.9,63.0,46.0
17,12.6,66.0,61.0
17,14.6,59.0,43.0
17,20.8,34.0,40.0
17,22.7,30.0,63.0
17,24.6,20.0,47.0
17,25.4,17.0,20.0
17,24.6,24.0,54.0
17,24.5,26.0,48.0
17,24.7,26.0,48.0
17,23.4,29.0,50.0
17,22.4,32.0,49.0
17,20.8,39.0,55.0
17,18.6,44.0,43.0
17,17.0,55.0,64.0
17,15.6,63.0,52.0
18,15.0,62.0,37.0
18,14.8,63.0,36.0
18,14.3,64.0,37.0
18,13.9,66.0,36.0
18,13.3,66.0,33.0
18,13.3,71.0,61.0
18,13.3,68.0,62.0
18,15.1,61.0,66.0
18,16.6,54.0,80.0
18,17.8,49.0,61.0
18,19.6,43.0,49.0
18,20.9,39.0,53.0
18,21.9,36.0,52.0
18,22.9,31.0,47.0
18,23.6,28.0,44.0
18,21.0,39.0,23.0
18,15.8,68.0,30.0
18,16.6,66.0,17.0
18,15.2,75.0,19.0
18,12.9,83.0,15.0
18,13.1,84.0,23.0
19,12.5,84.0,16.0
19,11.9,82.0,8.0
19,11.8,83.0,18.0
19,11.8,84.0,25.0
19,11.2,85.0,18.0
19,10.7,84.0,16.0
19,10.5,83.0,32.0
19,11.6,82.0,39.0
19,13.7,71.0,34.0
19,16.0,62.0,46.0
19,17.7,53.0,43.0
19,19.9,45.0,55.0
19,21.9,36.0,41.0
19,23.5,28.0,42.0
19,24.2,24.0,46.0
19,25.0,20.0,51.0
19,24.6,21.0,26.0
19,24.2,22.0,28.0
19,22.9,31.0,28.0
19,21.2,37.0,26.0
19,20.0,42.0,38.0
19,18.6,49.0,35.0
19,17.4,60.0,40.0
20,15.6,68.0,24.0
20,14.7,72.0,24.0
20,13.9,76.0,28.0
20,13.7,77.0,33.0
20,13.3,77.0,34.0
20,13.0,71.0,22.0
20,12.9,69.0,26.0
20,14.2,63.0,21.0
20,16.1,60.0,55.0
20,17.9,55.0,79.0
20,19.7,45.0,66.0
20,21.7,35.0,58.0
20,23.2,27.0,40.0
20,24.5,22.0,24.0
20,25.6,19.0,33.0
20,25.9,19.0,28.0
20,25.5,19.0,20.0
20,25.0,21.0,31.0
20,23.9,23.0,45.0
20,22.4,27.0,31.0
20,21.5,29.0,38.0
20,19.5,32.0,29.0
21,16.0,41.0,18.0
21,15.3,40.0,24.0
21,14.7,40.0,24.0
21,14.3,40.0,32.0
21,13.7,46.0,45.0
21,13.3,48.0,82.0
21,15.8,38.0,71.0
21,18.0,31.0,49.0
21,20.2,23.0,51.0
21,22.0,19.0,36.0
21,23.1,19.0,41.0
21,24.3,17.0,43.0
21,25.3,18.0,34.0
21,26.0,17.0,32.0
21,26.4,17.0,57.0
21,25.8,19.0,46.0
21,24.9,20.0,46.0
21,21.6,31.0,59.0
21,16.1,59.0,32.0
21,14.0,71.0,17.0
21,13.2,71.0,6.0
21,14.1,60.0,9.0
22,13.8,63.0,24.0
22,13.0,71.0,31.0
22,12.9,71.0,31.0
22,12.6,69.0,20.0
22,12.2,62.0,22.0
22,12.1,62.0,41.0
22,12.2,63.0,50.0
22,14.6,52.0,40.0
22,16.1,47.0,55.0
22,18.0,41.0,50.0
22,19.5,37.0,48.0
22,21.3,30.0,32.0
22,22.8,27.0,34.0
22,23.9,24.0,47.0
22,24.5,23.0,30.0
22,22.3,32.0,81.0
22,16.2,62.0,84.0
22,14.9,66.0,29.0
22,15.1,61.0,27.0
22,14.7,61.0,23.0
23,17.8,52.0,91.0
23,20.1,41.0,68.0
23,22.2,32.0,62.0
23,22.7,28.0,47.0
23,23.6,26.0,47.0
23,21.2,34.0,36.0
23,19.6,40.0,28.0
23,19.7,40.0,27.0
23,19.8,40.0,42.0
23,19.0,40.0,34.0
23,18.4,42.0,31.0
23,17.8,42.0,40.0
23,18.1,40.0,40.0
24,15.3,48.0,30.0
24,14.4,51.0,24.0
24,13.8,54.0,24.0
24,13.3,56.0,38.0
24,12.8,59.0,50.0
24,12.4,60.0,60.0
24,17.3,45.0,104.0
24,19.8,37.0,73.0
24,21.0,34.0,56.0
24,22.5,30.0,56.0
24,23.8,24.0,48.0
24,23.9,25.0,47.0
24,22.3,27.0,92.0
24,22.9,25.0,43.0
24,22.9,27.0,34.0
24,22.5,28.0,38.0
24,22.0,29.0,56.0
24,20.4,33.0,17.0
24,19.6,36.0,24.0
24,19.4,37.0,33.0
24,18.8,41.0,43.0
25,17.7,43.0,35.0
25,17.2,45.0,40.0
25,16.2,48.0,45.0
25,15.3,51.0,40.0
25,14.9,51.0,42.0
25,14.5,53.0,55.0
25,14.5,55.0,90.0
25,16.6,48.0,114.0
25,18.5,41.0,81.0
25,20.4,36.0,93.0
25,21.8,31.0,83.0
25,23.1,27.0,70.0
25,23.3,27.0,83.0
25,22.3,29.0,63.0
25,22.5,28.0,48.0
25,23.2,28.0,45.0
25,22.3,31.0,72.0
25,17.5,54.0,62.0
25,16.4,59.0,46.0
25,16.2,57.0,46.0
25,16.0,59.0,47.0
25,15.9,60.0,50.0
25,15.6,61.0,49.0
26,14.1,64.0,42.0
26,13.6,64.0,33.0
26,13.3,65.0,36.0
26,13.0,67.0,51.0
26,19.5,44.0,89.0
26,21.0,39.0,58.0
26,22.4,34.0,56.0
26,23.3,32.0,58.0
26,24.1,29.0,44.0
26,23.7,32.0,47.0
26,20.0,48.0,51.0
26,19.6,48.0,30.0
26,20.3,48.0,51.0
26,19.6,50.0,42.0
26,18.9,56.0,54.0
26,18.7,56.0,56.0
26,18.3,56.0,67.0
27,17.2,59.0,76.0
27,16.2,57.0,53.0
27,15.4,60.0,42.0
27,15.2,64.0,55.0
27,15.0,66.0,92.0
27,14.8,62.0,63.0
27,14.6,63.0,62.0
27,16.4,53.0,72.0
27,18.2,43.0,40.0
27,20.0,39.0,52.0
27,23.3,27.0,16.0
28,27.2,16.0,75.0
28,27.3,16.0,49.0
28,26.9,17.0,51.0
28,26.3,18.0,39.0
28,25.1,19.0,38.0
28,23.4,24.0,45.0
28,22.7,26.0,26.0
28,20.7,35.0,36.0
28,20.1,37.0,34.0
29,18.8,44.0,95.0
29,20.8,38.0,97.0
29,23.2,31.0,82.0
29,24.7,25.0,54.0
29,25.3,22.0,44.0
29,25.9,22.0,55.0
29,26.4,21.0,64.0
29,24.8,27.0,64.0
29,19.9,51.0,66.0
29,19.3,48.0,50.0
29,19.8,45.0,44.0
29,20.1,45.0,60.0
29,20.1,45.0,65.0
29,19.1,47.0,87.0
29,17.9,49.0,67.0
30,17.3,51.0,67.0
30,17.5,51.0,64.0
30,16.7,54.0,74.0
30,15.9,57.0,66.0
30,15.6,57.0,58.0
30,15.2,58.0,74.0
30,14.8,59.0,73.0
30,15.1,65.0,96.0
30,16.5,62.0,80.0
30,17.9,55.0,98.0
30,18.9,51.0,93.0
30,20.7,44.0,98.0
30,22.6,38.0,103.0
30,23.5,34.0,105.0
30,23.0,37.0,92.0
30,19.4,54.0,94.0
30,17.3,64.0,75.0
30,17.0,69.0,75.0
30,15.9,72.0,74.0
30,15.5,73.0,62.0
30,15.2,75.0,47.0
30,14.9,75.0,48.0
1,15.8,67.0,102.0
1,18.2,54.0,83.0
1,20.4,44.0,74.0
1,21.9,37.0,88.0
1,23.9,27.0,68.0
1,24.7,22.0,27.0
1,23.2,28.0,25.0
1,22.4,34.0,39.0
1,17.8,53.0,42.0
1,20.1,49.0,36.0
1,21.3,41.0,60.0
1,18.7,54.0,80.0
1,16.5,61.0,65.0
1,16.0,62.0,56.0
1,15.3,66.0,52.0
2,14.6,70.0,51.0
2,14.3,70.0,45.0
2,13.9,70.0,43.0
2,13.8,71.0,52.0
2,16.7,57.0,116.0
2,19.0,44.0,104.0
2,20.8,35.0,81.0
2,23.6,25.0,52.0
2,25.1,19.0,42.0
2,24.6,24.0,44.0
2,24.6,23.0,48.0
2,24.5,23.0,41.0
2,24.7,22.0,44.0
2,22.2,33.0,66.0
2,17.7,54.0,72.0
3,14.9,63.0,94.0
3,16.7,55.0,127.0
3,18.9,44.0,89.0
3,20.7,37.0,59.0
3,21.7,34.0,53.0
3,22.6,32.0,59.0
3,22.9,32.0,57.0
3,21.6,38.0,69.0
3,19.4,50.0,56.0
3,17.6,61.0,64.0
3,15.5,70.0,36.0
3,12.9,84.0,17.0
3,13.3,82.0,24.0
3,13.5,79.0,24.0
3,13.5,79.0,28.0
4,21.3,39.0,54.0
4,22.6,29.0,28.0
4,23.0,26.0,31.0
4,23.8,25.0,33.0
4,24.2,25.0,20.0
4,24.1,26.0,29.0
4,19.1,46.0,36.0
4,18.9,48.0,29.0
4,20.1,40.0,36.0
4,19.9,37.0,26.0
4,19.9,24.0,19.0
4,19.3,24.0,22.0
5,17.2,30.0,20.0
5,15.3,34.0,17.0
5,14.3,37.0,12.0
5,14.0,35.0,23.0
5,13.6,35.0,20.0
5,13.4,38.0,28.0
5,13.6,40.0,46.0
5,14.5,39.0,67.0
5,17.7,29.0,66.0
5,19.6,23.0,38.0
5,21.3,23.0,46.0
5,22.7,23.0,60.0
5,24.6,18.0,46.0
5,24.6,18.0,50.0
5,24.0,20.0,38.0
5,23.4,22.0,43.0
5,22.8,24.0,49.0
5,21.9,23.0,33.0
5,21.2,23.0,47.0
5,20.0,26.0,50.0
6,18.0,31.0,31.0
6,17.4,32.0,30.0
6,16.5,36.0,39.0
6,16.0,38.0,38.0
6,15.8,40.0,42.0
6,15.2,46.0,53.0
6,15.2,48.0,78.0
6,16.3,44.0,166.0
6,18.0,37.0,134.0
6,20.4,34.0,119.0
6,22.5,31.0,78.0
6,24.1,27.0,51.0
6,25.1,24.0,46.0
6,25.7,22.0,55.0
6,25.7,23.0,56.0
6,23.9,30.0,70.0
6,21.3,37.0,61.0
6,18.5,45.0,38.0
6,16.8,58.0,26.0
6,16.2,66.0,40.0
6,16.7,61.0,40.0
6,16.1,68.0,44.0
6,15.4,76.0,52.0
7,15.1,77.0,37.0
7,15.0,78.0,41.0
7,14.9,76.0,35.0
7,14.8,74.0,42.0
7,15.0,68.0,42.0
7,15.0,69.0,45.0
7,15.4,68.0,69.0
7,16.3,63.0,81.0
7,17.2,59.0,85.0
7,17.5,62.0,136.0
7,18.0,62.0,134.0
7,19.2,54.0,123.0
7,20.1,47.0,97.0
7,20.8,44.0,87.0
7,20.7,44.0,76.0
7,19.1,55.0,76.0
7,17.5,59.0,48.0
7,18.1,57.0,53.0
7,17.5,60.0,68.0
7,15.1,77.0,48.0
7,13.9,82.0,28.0
7,14.0,82.0,34.0
7,14.2,82.0,37.0
8,13.9,85.0,40.0
8,13.3,83.0,28.0
8,13.1,84.0,28.0
8,13.1,85.0,32.0
8,13.4,85.0,52.0
8,13.1,84.0,63.0
8,13.1,83.0,84.0
8,14.4,78.0,78.0
8,15.4,74.0,105.0
8,16.3,70.0,106.0
8,16.5,71.0,132.0
8,16.8,71.0,132.0
8,16.4,66.0,48.0
8,15.6,73.0,26.0
8,16.5,63.0,21.0
8,17.4,55.0,29.0
8,16.9,60.0,29.0
8,16.5,62.0,43.0
8,16.6,59.0,39.0
8,16.4,56.0,46.0
8,16.1,57.0,46.0
8,15.4,59.0,44.0
8,14.8,61.0,43.0
9,13.7,69.0,42.0
9,13.0,75.0,45.0
9,12.1,78.0,31.0
9,11.7,80.0,26.0
9,11.0,82.0,29.0
9,10.7,82.0,46.0
9,11.2,82.0,111.0
9,13.4,71.0,115.0
9,16.1,58.0,90.0
9,18.6,49.0,89.0
9,20.4,40.0,43.0
9,21.4,33.0,63.0
9,22.7,29.0,35.0
9,23.8,31.0,36.0
9,24.6,28.0,31.0
9,25.4,25.0,29.0
9,25.6,23.0,52.0
9,25.8,22.0,46.0
9,25.0,23.0,47.0
9,23.6,32.0,62.0
9,21.4,45.0,47.0
9,19.9,52.0,80.0
9,19.3,51.0,123.0
10,18.2,59.0,57.0
10,17.4,67.0,66.0
10,16.7,67.0,57.0
10,16.7,65.0,75.0
10,16.3,68.0,48.0
10,16.0,69.0,53.0
10,15.1,74.0,102.0
10,16.2,67.0,85.0
10,18.2,59.0,68.0
10,20.0,52.0,70.0
10,21.5,45.0,65.0
10,22.8,40.0,72.0
10,24.0,34.0,27.0
10,24.7,32.0,52.0
10,25.5,30.0,58.0
10,24.5,34.0,73.0
10,21.2,50.0,74.0
10,18.9,61.0,65.0
10,19.0,61.0,79.0
10,18.2,66.0,79.0
10,17.8,71.0,55.0
10,15.8,80.0,49.0
10,15.2,83.0,30.0
11,17.7,65.0,58.0
11,21.9,47.0,65.0
11,23.7,38.0,52.0
11,24.9,33.0,46.0
11,25.4,32.0,47.0
11,26.2,28.0,36.0
11,26.5,26.0,41.0
11,25.7,30.0,45.0
11,24.1,36.0,27.0
11,23.1,38.0,28.0
11,22.2,43.0,28.0
11,19.3,51.0,54.0
11,19.0,53.0,30.0
11,18.4,56.0,26.0
12,16.0,70.0,18.0
12,16.0,68.0,14.0
12,15.8,69.0,20.0
12,15.8,70.0,63.0
12,15.1,72.0,35.0
12,14.7,76.0,56.0
12,14.6,73.0,77.0
12,15.8,68.0,75.0
12,18.0,60.0,95.0
12,20.2,52.0,79.0
12,21.8,46.0,82.0
12,22.8,40.0,52.0
12,24.1,35.0,50.0
12,25.1,32.0,53.0
12,26.1,30.0,56.0
12,26.6,29.0,48.0
12,25.7,31.0,47.0
12,23.0,42.0,51.0
12,20.3,46.0,42.0
12,21.0,41.0,32.0
12,18.1,51.0,33.0
12,18.1,50.0,24.0
12,17.9,51.0,30.0
13,18.2,50.0,29.0
13,17.3,54.0,34.0
13,16.2,58.0,31.0
13,15.8,61.0,37.0
13,15.2,63.0,30.0
13,14.9,65.0,42.0
13,15.1,65.0,67.0
13,16.7,60.0,104.0
13,18.9,51.0,92.0
13,20.1,48.0,86.0
13,22.2,41.0,103.0
13,24.1,33.0,80.0
13,24.8,32.0,58.0
13,25.4,32.0,52.0
13,24.5,35.0,59.0
13,20.2,55.0,64.0
13,19.2,63.0,54.0
13,17.1,68.0,34.0
13,16.4,71.0,26.0
13,16.0,71.0,31.0
13,16.1,73.0,31.0
13,15.6,77.0,39.0
14,15.1,76.0,15.0
14,14.8,78.0,17.0
14,13.7,85.0,8.0
14,13.4,83.0,29.0
14,13.0,83.0,19.0
14,12.9,81.0,19.0
14,13.0,81.0,18.0
14,13.2,81.0,14.0
14,15.1,68.0,20.0
14,15.6,62.0,26.0
14,16.1,58.0,19.0
14,17.5,53.0,31.0
14,18.2,51.0,28.0
14,19.2,47.0,34.0
14,20.0,45.0,31.0
14,20.7,42.0,38.0
14,19.6,46.0,26.0
14,17.8,51.0,33.0
14,15.6,59.0,35.0
14,13.9,64.0,38.0
14,12.7,68.0,29.0
14,11.7,70.0,34.0
16,10.2,67.0,99.0
16,11.4,63.0,138.0
16,14.5,48.0,141.0
16,17.5,31.0,101.0
16,19.4,26.0,91.0
16,20.6,20.0,44.0
16,21.5,18.0,38.0
16,22.1,21.0,57.0
16,22.4,22.0,59.0
16,22.5,21.0,52.0
16,21.5,19.0,39.0
16,19.6,22.0,41.0
16,17.8,31.0,42.0
16,16.6,40.0,45.0
16,15.3,47.0,41.0
17,16.8,35.0,94.0
17,19.1,30.0,92.0
17,21.0,23.0,72.0
17,21.9,19.0,34.0
17,22.7,12.0,59.0
17,23.5,6.0,33.0
17,23.4,8.0,13.0
17,23.2,9.0,27.0
17,22.9,10.0,32.0
17,21.0,13.0,40.0
17,18.9,18.0,39.0
17,17.7,17.0,49.0
17,17.0,17.0,34.0
18,12.1,35.0,24.0
18,12.0,34.0,22.0
18,11.5,36.0,22.0
18,11.8,34.0,32.0
18,14.1,29.0,40.0
18,16.5,20.0,22.0
18,18.1,17.0,57.0
18,22.1,13.0,73.0
18,22.7,12.0,69.0
18,23.5,11.0,27.0
18,24.0,11.0,31.0
18,24.4,10.0,36.0
18,24.2,10.0,28.0
18,23.8,11.0,29.0
18,22.7,12.0,33.0
18,20.7,22.0,38.0
18,19.1,24.0,28.0
18,18.1,25.0,44.0
18,17.2,26.0,46.0
19,14.8,35.0,27.0
19,13.8,38.0,27.0
19,13.2,39.0,23.0
19,12.3,42.0,18.0
19,11.7,42.0,22.0
19,11.3,43.0,37.0
19,11.5,44.0,59.0
19,12.9,40.0,88.0
19,15.5,34.0,105.0
19,18.0,28.0,91.0
19,19.8,23.0,128.0
19,22.2,13.0,36.0
19,23.7,11.0,38.0
19,24.2,11.0,43.0
19,24.8,10.0,50.0
19,24.7,8.0,30.0
19,24.4,9.0,36.0
19,23.7,10.0,36.0
19,22.6,11.0,34.0
19,21.5,12.0,39.0
19,20.2,18.0,38.0
19,18.8,26.0,40.0
19,17.8,28.0,45.0
20,15.1,29.0,24.0
20,14.0,31.0,30.0
20,13.3,34.0,23.0
20,12.9,36.0,24.0
20,12.3,36.0,21.0
20,11.4,41.0,43.0
20,11.8,40.0,60.0
20,15.3,32.0,93.0
20,17.2,28.0,73.0
20,18.9,26.0,96.0
20,20.8,23.0,108.0
20,22.5,20.0,65.0
20,23.6,20.0,58.0
20,24.8,16.0,55.0
20,25.5,15.0,63.0
20,25.7,15.0,62.0
20,25.5,14.0,57.0
20,25.0,13.0,47.0
20,23.8,15.0,28.0
20,21.6,29.0,53.0
20,19.9,35.0,40.0
20,18.8,40.0,48.0
20,17.9,45.0,57.0
21,15.8,51.0,42.0
21,14.7,56.0,49.0
21,14.1,57.0,53.0
21,13.7,55.0,45.0
21,13.4,55.0,49.0
21,13.3,54.0,51.0
21,13.4,54.0,74.0
21,15.3,50.0,120.0
21,17.2,46.0,123.0
21,23.6,30.0,82.0
21,24.4,27.0,70.0
21,24.9,23.0,71.0
21,25.3,20.0,73.0
21,25.4,14.0,60.0
21,24.7,16.0,46.0
21,23.9,25.0,60.0
21,21.2,41.0,64.0
21,19.8,46.0,45.0
21,18.7,49.0,59.0
21,17.5,53.0,69.0
22,15.5,60.0,39.0
22,15.1,63.0,41.0
22,14.6,66.0,45.0
22,14.3,67.0,46.0
22,14.1,67.0,51.0
22,13.9,68.0,77.0
22,14.0,69.0,111.0
22,14.9,63.0,103.0
22,16.8,55.0,96.0
22,18.4,49.0,90.0
22,19.8,44.0,91.0
22,20.9,41.0,92.0
22,22.1,34.0,81.0
22,23.5,26.0,55.0
22,24.6,21.0,42.0
22,25.1,23.0,53.0
22,25.3,24.0,50.0
22,24.9,28.0,66.0
22,22.4,41.0,69.0
22,20.9,46.0,66.0
22,17.8,63.0,32.0
22,16.8,65.0,29.0
22,16.2,71.0,20.0
23,16.6,65.0,45.0
23,16.2,66.0,28.0
23,16.1,66.0,25.0
23,15.8,68.0,25.0
23,15.3,72.0,35.0
23,14.8,75.0,42.0
23,14.6,76.0,49.0
23,15.1,73.0,54.0
23,16.4,67.0,73.0
23,17.7,61.0,78.0
23,18.5,57.0,82.0
23,20.0,50.0,89.0
23,21.6,42.0,69.0
23,22.9,37.0,67.0
23,21.9,46.0,87.0
23,19.1,55.0,72.0
23,16.5,71.0,43.0
23,15.8,74.0,49.0
23,15.1,79.0,39.0
23,15.9,76.0,45.0
23,16.5,72.0,51.0
23,15.9,66.0,30.0
23,16.1,62.0,19.0
24,15.7,71.0,30.0
24,15.1,72.0,30.0
24,14.8,73.0,29.0
24,14.8,71.0,31.0
24,14.9,70.0,33.0
24,14.7,69.0,24.0
24,15.5,70.0,50.0
24,16.7,66.0,54.0
24,17.8,58.0,67.0
24,19.4,51.0,87.0
24,20.8,44.0,78.0
24,22.2,40.0,73.0
24,23.5,37.0,79.0
24,24.4,33.0,70.0
24,24.9,31.0,67.0
24,23.2,38.0,105.0
24,16.3,77.0,43.0
24,15.2,83.0,20.0
24,14.9,84.0,18.0
24,14.9,84.0,12.0
24,14.8,81.0,16.0
24,14.9,82.0,12.0
25,15.2,77.0,19.0
25,15.3,78.0,22.0
25,15.1,79.0,19.0
25,14.7,80.0,31.0
25,14.7,79.0,23.0
25,14.3,83.0,21.0
25,13.8,84.0,19.0
25,14.4,82.0,27.0
25,15.8,79.0,44.0
25,17.5,67.0,41.0
25,18.5,62.0,57.0
25,20.3,51.0,58.0
25,21.6,42.0,32.0
25,22.0,43.0,46.0
25,20.7,51.0,53.0
25,21.6,44.0,31.0
25,21.7,42.0,26.0
25,20.9,49.0,39.0
25,19.0,57.0,38.0
25,17.2,64.0,37.0
25,16.7,66.0,17.0
25,16.8,65.0,12.0
25,17.0,64.0,26.0
26,16.6,68.0,32.0
26,15.8,71.0,26.0
26,15.4,75.0,27.0
26,15.3,76.0,31.0
26,15.3,77.0,35.0
26,15.0,77.0,34.0
26,15.0,76.0,55.0
26,16.0,71.0,61.0
26,16.5,69.0,60.0
26,18.1,62.0,96.0
26,19.4,56.0,91.0
26,20.6,50.0,72.0
26,22.2,45.0,56.0
26,22.3,44.0,61.0
26,18.7,62.0,51.0
26,16.2,73.0,40.0
26,16.5,73.0,44.0
26,18.0,65.0,53.0
26,17.4,63.0,48.0
26,17.4,63.0,42.0
26,17.3,65.0,48.0
26,17.3,64.0,63.0
26,16.2,73.0,49.0
27,15.5,76.0,47.0
27,15.3,77.0,31.0
27,15.1,73.0,16.0
27,15.1,79.0,34.0
27,14.8,83.0,57.0
27,14.9,79.0,48.0
27,15.5,76.0,55.0
27,16.5,71.0,94.0
27,17.3,65.0,80.0
27,18.9,58.0,73.0
27,19.7,56.0,96.0
27,20.9,50.0,90.0
27,22.5,45.0,77.0
27,19.9,55.0,95.0
27,18.7,57.0,72.0
27,18.4,57.0,77.0
27,17.6,61.0,41.0
27,16.0,74.0,33.0
27,14.7,84.0,19.0
27,14.7,84.0,17.0
28,15.0,80.0,19.0
28,14.7,83.0,19.0
28,14.0,81.0,14.0
28,14.0,80.0,18.0
28,13.9,82.0,22.0
28,14.1,84.0,25.0
28,14.7,78.0,34.0
28,15.9,69.0,42.0
28,17.2,65.0,69.0
28,19.0,58.0,99.0
28,20.5,50.0,74.0
28,21.7,44.0,65.0
28,22.3,41.0,62.0
28,21.8,43.0,49.0
28,18.1,65.0,69.0
28,16.4,74.0,32.0
28,16.8,70.0,33.0
28,17.3,70.0,39.0
28,17.3,73.0,59.0
28,16.9,74.0,64.0
28,16.4,71.0,56.0
28,14.9,73.0,21.0
29,14.9,76.0,26.0
29,14.4,74.0,18.0
29,13.8,73.0,19.0
29,14.0,71.0,20.0
29,14.1,70.0,27.0
29,14.2,72.0,32.0
29,14.2,71.0,42.0
29,14.8,66.0,50.0
29,16.3,56.0,45.0
29,17.5,54.0,87.0
29,19.6,40.0,67.0
29,21.0,35.0,65.0
29,21.9,34.0,70.0
29,22.9,31.0,60.0
29,23.5,29.0,30.0
29,23.0,33.0,39.0
29,21.9,42.0,43.0
29,21.8,40.0,48.0
29,21.5,42.0,47.0
29,20.5,49.0,57.0
29,19.8,52.0,66.0
29,19.4,53.0,41.0
29,19.1,54.0,39.0
30,17.8,61.0,27.0
30,17.5,64.0,29.0
30,16.9,69.0,41.0
30,16.2,70.0,19.0
30,15.6,73.0,32.0
30,15.8,72.0,32.0
30,16.0,73.0,39.0
30,16.5,71.0,57.0
30,16.9,66.0,46.0
30,18.1,61.0,48.0
30,20.1,51.0,64.0
30,21.3,47.0,77.0
30,22.3,44.0,77.0
30,20.9,53.0,84.0
30,16.3,79.0,47.0
30,15.9,82.0,54.0
30,15.9,83.0,42.0
30,16.9,76.0,69.0
30,16.8,79.0,73.0
30,16.4,83.0,66.0
30,15.5,85.0,38.0
30,15.1,85.0,31.0
30,14.8,85.0,36.0
31,14.5,87.0,45.0
31,14.5,87.0,32.0
31,14.5,86.0,25.0
31,14.3,85.0,23.0
31,13.9,86.0,27.0
31,13.4,87.0,24.0
31,13.3,84.0,25.0
31,14.1,80.0,29.0
31,15.7,74.0,43.0
31,17.2,66.0,49.0
31,18.2,59.0,51.0
31,19.4,55.0,36.0
31,20.6,51.0,37.0
31,21.0,50.0,47.0
31,21.6,47.0,43.0
31,20.9,48.0,37.0
31,19.4,56.0,21.0
31,16.3,78.0,10.0
31,16.6,78.0,31.0
31,17.1,67.0,39.0
31,16.3,68.0,42.0
31,15.6,72.0,50.0
1,14.1,76.0,40.0
1,13.7,77.0,39.0
1,13.0,80.0,27.0
1,12.7,78.0,28.0
